in,uit,rich,entry,exit,pnl,result,type,variant,versie
2025-01-08 13:00:00+00:00,2025-01-08 14:00:00+00:00,1,2674.8,2681.79,185.57,TP1,B_MACDCROSS,V16-Basis,v16
2025-01-08 13:00:00+00:00,2025-01-08 15:00:00+00:00,1,2674.8,2675.03,14.43,SL,B_MACDCROSS,V16-Basis,v16
2025-01-09 11:00:00+00:00,2025-01-09 13:00:00+00:00,1,2687.3,2694.16,185.79,TP1,B_MACDCROSS,V16-Basis,v16
2025-01-09 11:00:00+00:00,2025-01-09 14:00:00+00:00,1,2687.3,2687.53,14.45,SL,B_MACDCROSS,V16-Basis,v16
2025-01-15 14:00:00+00:00,2025-01-15 15:00:00+00:00,1,2704.3,2699.96,-344.45,SL,D_PULLBACK,V16-Basis,v16
2025-01-15 16:00:00+00:00,2025-01-15 18:00:00+00:00,1,2712.0,2719.42,185.63,TP1,C_MOMENTUM,V16-Basis,v16
2025-01-15 16:00:00+00:00,2025-01-15 23:00:00+00:00,1,2712.0,2724.37,6187.66,TP2,C_MOMENTUM,V16-Basis,v16
2025-01-15 16:00:00+00:00,2025-01-16 08:00:00+00:00,1,2712.0,2731.79,13200.35,TP3,C_MOMENTUM,V16-Basis,v16
2025-01-17 15:00:00+00:00,2025-01-17 16:00:00+00:00,1,2749.9,2756.77,344.62,TP1,A_EMACROSS,V16-Basis,v16
2025-01-17 15:00:00+00:00,2025-01-17 18:00:00+00:00,1,2749.9,2750.13,536.07,SL,A_EMACROSS,V16-Basis,v16
2025-01-21 14:00:00+00:00,2025-01-21 15:00:00+00:00,1,2753.9,2749.08,-769.34,SL,A_EMACROSS,V16-Basis,v16
2025-01-21 16:00:00+00:00,2025-01-22 01:00:00+00:00,1,2758.1,2764.51,232.75,TP1,E_BOS,V16-Basis,v16
2025-01-21 16:00:00+00:00,2025-01-22 05:00:00+00:00,1,2758.1,2769.97,1077.55,TP2,E_BOS,V16-Basis,v16
2025-01-21 16:00:00+00:00,2025-01-22 08:00:00+00:00,1,2758.1,2760.0,229.88,SL,E_BOS,V16-Basis,v16
2025-01-22 13:00:00+00:00,2025-01-22 14:00:00+00:00,1,2767.8,2763.17,-482.76,SL,D_PULLBACK,V16-Basis,v16
2025-01-22 16:00:00+00:00,2025-01-22 21:00:00+00:00,1,2769.6,2765.11,-481.55,SL,D_PULLBACK,V16-Basis,v16
2025-01-24 15:00:00+00:00,2025-01-24 16:00:00+00:00,1,2782.6,2778.05,-480.35,SL,D_PULLBACK,V16-Basis,v16
2025-01-28 14:00:00+00:00,2025-01-28 16:00:00+00:00,1,2758.4,2765.98,172.49,TP1,A_EMACROSS,V16-Basis,v16
2025-01-28 14:00:00+00:00,2025-01-28 18:00:00+00:00,1,2758.4,2771.04,5749.8,TP2,A_EMACROSS,V16-Basis,v16
2025-01-28 14:00:00+00:00,2025-01-30 06:00:00+00:00,1,2758.4,2778.62,12266.24,TP3,A_EMACROSS,V16-Basis,v16
2025-01-31 16:00:00+00:00,2025-01-31 17:00:00+00:00,1,2849.7,2836.78,-524.62,SL,D_PULLBACK,V16-Basis,v16
2025-02-03 12:00:00+00:00,2025-02-03 13:00:00+00:00,1,2847.5,2834.02,-837.3,SL,A_EMACROSS,V16-Basis,v16
2025-02-03 15:00:00+00:00,2025-02-03 16:00:00+00:00,1,2854.8,2839.99,-625.46,SL,C_MOMENTUM,V16-Basis,v16
2025-02-04 13:00:00+00:00,2025-02-04 14:00:00+00:00,1,2859.7,2846.1,-415.72,SL,A_EMACROSS,V16-Basis,v16
2025-02-04 15:00:00+00:00,2025-02-04 16:00:00+00:00,1,2863.9,2849.69,-207.45,SL,F_MSS,V16-Basis,v16
2025-02-05 07:00:00+00:00,2025-02-05 08:00:00+00:00,1,2890.5,2877.75,-248.69,SL,B_MACDCROSS,V16-Basis,v16
2025-02-05 13:00:00+00:00,2025-02-05 14:00:00+00:00,1,2883.7,2870.7,-206.99,SL,D_PULLBACK,V16-Basis,v16
2025-02-07 09:00:00+00:00,2025-02-07 10:00:00+00:00,1,2892.5,2880.04,-248.14,SL,E_BOS,V16-Basis,v16
2025-02-07 14:00:00+00:00,2025-02-07 15:00:00+00:00,1,2900.3,2887.32,-247.84,SL,E_BOS,V16-Basis,v16
2025-02-12 16:00:00+00:00,2025-02-12 17:00:00+00:00,1,2929.6,2916.65,-247.54,SL,E_BOS,V16-Basis,v16
2025-02-13 14:00:00+00:00,2025-02-13 15:00:00+00:00,1,2942.9,2930.49,-206.04,SL,D_PULLBACK,V16-Basis,v16
2025-02-13 16:00:00+00:00,2025-02-13 17:00:00+00:00,1,2941.6,2929.22,-205.83,SL,D_PULLBACK,V16-Basis,v16
2025-02-14 10:00:00+00:00,2025-02-14 13:00:00+00:00,1,2960.6,2949.14,-205.63,SL,D_PULLBACK,V16-Basis,v16
2025-02-18 13:00:00+00:00,2025-02-18 16:00:00+00:00,1,2933.6,2949.33,99.83,TP1,E_BOS,V16-Basis,v16
2025-02-18 13:00:00+00:00,2025-02-18 17:00:00+00:00,1,2933.6,2934.18,8.63,SL,E_BOS,V16-Basis,v16
2025-02-19 09:00:00+00:00,2025-02-19 10:00:00+00:00,1,2962.6,2951.58,-493.27,SL,B_MACDCROSS,V16-Basis,v16
2025-02-20 07:00:00+00:00,2025-02-20 08:00:00+00:00,1,2967.3,2957.4,-492.09,SL,E_BOS,V16-Basis,v16
2025-02-20 10:00:00+00:00,2025-02-20 11:00:00+00:00,1,2970.6,2960.79,-490.91,SL,C_MOMENTUM,V16-Basis,v16
2025-02-24 08:00:00+00:00,2025-02-24 09:00:00+00:00,1,2961.1,2951.88,-244.86,SL,E_BOS,V16-Basis,v16
2025-02-24 11:00:00+00:00,2025-02-24 12:00:00+00:00,1,2962.2,2952.98,-244.57,SL,C_MOMENTUM,V16-Basis,v16
2025-03-07 14:00:00+00:00,2025-03-07 15:00:00+00:00,1,2934.9,2928.69,-244.28,SL,C_MOMENTUM,V16-Basis,v16
2025-03-13 13:00:00+00:00,2025-03-13 14:00:00+00:00,1,2960.1,2968.2,74.11,TP1,E_BOS,V16-Basis,v16
2025-03-13 13:00:00+00:00,2025-03-13 14:00:00+00:00,1,2960.1,2975.11,137.24,TP2,E_BOS,V16-Basis,v16
2025-03-13 13:00:00+00:00,2025-03-13 14:00:00+00:00,1,2960.1,2981.71,263.5,TP3,E_BOS,V16-Basis,v16
2025-03-17 14:00:00+00:00,2025-03-17 15:00:00+00:00,1,3006.0,3000.81,-489.11,SL,B_MACDCROSS,V16-Basis,v16
2025-03-17 16:00:00+00:00,2025-03-17 20:00:00+00:00,1,3002.1,3009.68,137.23,TP1,D_PULLBACK,V16-Basis,v16
2025-03-17 16:00:00+00:00,2025-03-18 01:00:00+00:00,1,3002.1,3014.73,4574.38,TP2,D_PULLBACK,V16-Basis,v16
2025-03-17 16:00:00+00:00,2025-03-18 03:00:00+00:00,1,3002.1,3022.31,9758.67,TP3,D_PULLBACK,V16-Basis,v16
2025-03-19 10:00:00+00:00,2025-03-19 13:00:00+00:00,1,3042.3,3037.67,-544.44,SL,D_PULLBACK,V16-Basis,v16
2025-03-19 13:00:00+00:00,2025-03-19 14:00:00+00:00,1,3041.8,3037.09,-543.08,SL,D_PULLBACK,V16-Basis,v16
2025-03-26 10:00:00+00:00,2025-03-26 13:00:00+00:00,1,3029.1,3024.2,-650.06,SL,C_MOMENTUM,V16-Basis,v16
2025-03-28 14:00:00+00:00,2025-03-28 15:00:00+00:00,1,3103.9,3092.91,-270.05,SL,D_PULLBACK,V16-Basis,v16
2025-03-31 13:00:00+00:00,2025-03-31 14:00:00+00:00,1,3146.5,3129.31,-269.71,SL,D_PULLBACK,V16-Basis,v16
2025-03-31 15:00:00+00:00,2025-03-31 16:00:00+00:00,1,3146.9,3129.21,-215.5,SL,D_PULLBACK,V16-Basis,v16
2025-04-01 13:00:00+00:00,2025-04-01 14:00:00+00:00,1,3165.5,3148.89,-215.28,SL,D_PULLBACK,V16-Basis,v16
2025-04-02 08:00:00+00:00,2025-04-02 09:00:00+00:00,1,3162.7,3149.37,-344.11,SL,A_EMACROSS,V16-Basis,v16
2025-04-02 11:00:00+00:00,2025-04-02 13:00:00+00:00,1,3157.3,3143.97,-257.67,SL,C_MOMENTUM,V16-Basis,v16
2025-04-10 13:00:00+00:00,2025-04-10 14:00:00+00:00,1,3134.2,3163.32,96.51,TP1,D_PULLBACK,V16-Basis,v16
2025-04-10 13:00:00+00:00,2025-04-10 15:00:00+00:00,1,3134.2,3182.74,160.85,TP2,D_PULLBACK,V16-Basis,v16
2025-04-10 13:00:00+00:00,2025-04-10 22:00:00+00:00,1,3134.2,3211.86,6862.91,TP3,D_PULLBACK,V16-Basis,v16
2025-04-15 08:00:00+00:00,2025-04-15 12:00:00+00:00,1,3243.5,3228.78,-553.97,SL,D_PULLBACK,V16-Basis,v16
2025-04-15 14:00:00+00:00,2025-04-15 23:00:00+00:00,1,3239.1,3260.68,248.66,TP1,D_PULLBACK,V16-Basis,v16
2025-04-15 14:00:00+00:00,2025-04-16 00:00:00+00:00,1,3239.1,3275.07,414.44,TP2,D_PULLBACK,V16-Basis,v16
2025-04-15 14:00:00+00:00,2025-04-16 03:00:00+00:00,1,3239.1,3296.64,2210.32,TP3,D_PULLBACK,V16-Basis,v16
2025-04-22 08:00:00+00:00,2025-04-22 09:00:00+00:00,1,3455.5,3469.66,251.89,TP1,D_PULLBACK,V16-Basis,v16
2025-04-22 08:00:00+00:00,2025-04-22 10:00:00+00:00,1,3455.5,3479.11,419.82,TP2,D_PULLBACK,V16-Basis,v16
2025-04-22 08:00:00+00:00,2025-04-22 12:00:00+00:00,1,3455.5,3455.97,223.91,SL,D_PULLBACK,V16-Basis,v16
2025-04-28 14:00:00+00:00,2025-04-28 18:00:00+00:00,1,3339.6,3360.02,404.64,TP1,A_EMACROSS,V16-Basis,v16
2025-04-28 14:00:00+00:00,2025-04-28 22:00:00+00:00,1,3339.6,3345.04,629.44,SL,A_EMACROSS,V16-Basis,v16
2025-05-09 15:00:00+00:00,2025-05-09 19:00:00+00:00,1,3350.3,3338.34,-677.51,SL,E_BOS,V16-Basis,v16
2025-05-14 11:00:00+00:00,2025-05-14 12:00:00+00:00,-1,3223.7,3209.98,273.57,TP1,E_BOS,V16-Basis,v16
2025-05-14 11:00:00+00:00,2025-05-14 12:00:00+00:00,-1,3223.7,3198.3,506.61,TP2,E_BOS,V16-Basis,v16
2025-05-14 11:00:00+00:00,2025-05-14 13:00:00+00:00,-1,3223.7,3187.12,972.68,TP3,E_BOS,V16-Basis,v16
2025-05-16 10:00:00+00:00,2025-05-16 11:00:00+00:00,-1,3179.0,3161.24,408.44,TP1,A_EMACROSS,V16-Basis,v16
2025-05-16 10:00:00+00:00,2025-05-16 12:00:00+00:00,-1,3179.0,3178.41,31.77,SL,A_EMACROSS,V16-Basis,v16
2025-05-16 13:00:00+00:00,2025-05-16 17:00:00+00:00,-1,3183.0,3194.94,-682.05,SL,C_MOMENTUM,V16-Basis,v16
2025-05-22 07:00:00+00:00,2025-05-22 08:00:00+00:00,1,3328.3,3322.76,-566.67,SL,D_PULLBACK,V16-Basis,v16
2025-05-23 11:00:00+00:00,2025-05-23 13:00:00+00:00,1,3348.3,3338.59,-678.31,SL,E_BOS,V16-Basis,v16
2025-05-28 07:00:00+00:00,2025-05-28 11:00:00+00:00,1,3317.4,3309.21,-338.14,SL,E_BOS,V16-Basis,v16
2025-05-29 07:00:00+00:00,2025-05-29 08:00:00+00:00,1,3310.7,3300.98,-337.63,SL,E_BOS,V16-Basis,v16
2025-05-29 10:00:00+00:00,2025-05-29 11:00:00+00:00,1,3321.5,3310.95,-269.7,SL,E_BOS,V16-Basis,v16
2025-06-04 14:00:00+00:00,2025-06-04 16:00:00+00:00,1,3401.5,3385.63,-359.17,SL,A_EMACROSS,V16-Basis,v16
2025-06-05 09:00:00+00:00,2025-06-05 10:00:00+00:00,1,3413.5,3398.59,-268.94,SL,B_MACDCROSS,V16-Basis,v16
2025-06-09 16:00:00+00:00,2025-06-09 18:00:00+00:00,1,3358.4,3343.25,-358.16,SL,A_EMACROSS,V16-Basis,v16
2025-06-10 13:00:00+00:00,2025-06-10 14:00:00+00:00,1,3364.6,3349.77,-268.19,SL,E_BOS,V16-Basis,v16
2025-06-11 07:00:00+00:00,2025-06-11 09:00:00+00:00,1,3366.6,3353.13,-267.87,SL,E_BOS,V16-Basis,v16
2025-06-12 10:00:00+00:00,2025-06-12 12:00:00+00:00,1,3402.9,3388.17,-267.55,SL,B_MACDCROSS,V16-Basis,v16
2025-06-12 13:00:00+00:00,2025-06-12 15:00:00+00:00,1,3412.8,3398.03,-267.23,SL,E_BOS,V16-Basis,v16
2025-06-13 14:00:00+00:00,2025-06-13 15:00:00+00:00,1,3448.4,3434.07,-222.42,SL,D_PULLBACK,V16-Basis,v16
2025-06-18 15:00:00+00:00,2025-06-18 18:00:00+00:00,1,3411.0,3401.4,-355.52,SL,A_EMACROSS,V16-Basis,v16
2025-06-30 11:00:00+00:00,2025-06-30 12:00:00+00:00,-1,3289.2,3296.93,-221.84,SL,F_MSS,V16-Basis,v16
2025-07-08 13:00:00+00:00,2025-07-08 14:00:00+00:00,-1,3324.6,3314.81,119.68,TP1,C_MOMENTUM,V16-Basis,v16
2025-07-08 13:00:00+00:00,2025-07-08 14:00:00+00:00,-1,3324.6,3308.28,199.46,TP2,C_MOMENTUM,V16-Basis,v16
2025-07-08 13:00:00+00:00,2025-07-08 15:00:00+00:00,-1,3324.6,3298.49,425.51,TP3,C_MOMENTUM,V16-Basis,v16
2025-07-08 17:00:00+00:00,2025-07-08 23:00:00+00:00,-1,3315.1,3305.4,240.16,TP1,C_MOMENTUM,V16-Basis,v16
2025-07-08 17:00:00+00:00,2025-07-09 00:00:00+00:00,-1,3315.1,3314.78,18.68,SL,C_MOMENTUM,V16-Basis,v16
2025-07-15 08:00:00+00:00,2025-07-15 11:00:00+00:00,1,3369.5,3364.08,-445.25,SL,D_PULLBACK,V16-Basis,v16
2025-07-16 15:00:00+00:00,2025-07-16 16:00:00+00:00,1,3350.4,3359.21,215.96,TP1,E_BOS,V16-Basis,v16
2025-07-16 15:00:00+00:00,2025-07-16 23:00:00+00:00,1,3350.4,3353.01,373.26,SL,E_BOS,V16-Basis,v16
2025-07-23 10:00:00+00:00,2025-07-23 12:00:00+00:00,1,3435.2,3429.68,-445.54,SL,D_PULLBACK,V16-Basis,v16
2025-07-28 15:00:00+00:00,2025-07-29 06:00:00+00:00,-1,3314.1,3320.11,-533.58,SL,C_MOMENTUM,V16-Basis,v16
2025-08-04 16:00:00+00:00,2025-08-04 17:00:00+00:00,1,3424.7,3398.67,-443.58,SL,D_PULLBACK,V16-Basis,v16
2025-08-05 14:00:00+00:00,2025-08-05 15:00:00+00:00,1,3439.7,3416.83,-354.15,SL,A_EMACROSS,V16-Basis,v16
2025-08-05 16:00:00+00:00,2025-08-05 17:00:00+00:00,1,3436.7,3413.79,-220.99,SL,F_MSS,V16-Basis,v16
2025-08-06 14:00:00+00:00,2025-08-07 07:00:00+00:00,1,3435.3,3458.95,107.29,TP1,E_BOS,V16-Basis,v16
2025-08-06 14:00:00+00:00,2025-08-07 14:00:00+00:00,1,3435.3,3436.18,185.45,SL,E_BOS,V16-Basis,v16
2025-08-07 14:00:00+00:00,2025-08-07 19:00:00+00:00,1,3450.3,3463.7,198.96,TP1,D_PULLBACK,V16-Basis,v16
2025-08-07 14:00:00+00:00,2025-08-07 20:00:00+00:00,1,3450.3,3472.64,331.6,TP2,D_PULLBACK,V16-Basis,v16
2025-08-07 14:00:00+00:00,2025-08-07 22:00:00+00:00,1,3450.3,3486.04,1768.51,TP3,D_PULLBACK,V16-Basis,v16
2025-08-08 14:00:00+00:00,2025-08-08 17:00:00+00:00,1,3492.8,3479.36,-446.73,SL,D_PULLBACK,V16-Basis,v16
2025-08-19 13:00:00+00:00,2025-08-19 14:00:00+00:00,-1,3377.9,3369.94,321.0,TP1,A_EMACROSS,V16-Basis,v16
2025-08-19 13:00:00+00:00,2025-08-19 14:00:00+00:00,-1,3377.9,3364.64,535.0,TP2,A_EMACROSS,V16-Basis,v16
2025-08-19 13:00:00+00:00,2025-08-19 23:00:00+00:00,-1,3377.9,3356.68,1141.33,TP3,A_EMACROSS,V16-Basis,v16
2025-08-25 14:00:00+00:00,2025-08-25 19:00:00+00:00,1,3418.7,3414.12,-539.79,SL,E_BOS,V16-Basis,v16
2025-08-26 07:00:00+00:00,2025-08-26 09:00:00+00:00,1,3423.0,3417.73,-538.5,SL,C_MOMENTUM,V16-Basis,v16
2025-08-26 13:00:00+00:00,2025-08-26 15:00:00+00:00,1,3422.2,3430.42,201.45,TP1,D_PULLBACK,V16-Basis,v16
2025-08-26 13:00:00+00:00,2025-08-26 15:00:00+00:00,1,3422.2,3435.9,335.75,TP2,D_PULLBACK,V16-Basis,v16
2025-08-26 13:00:00+00:00,2025-08-26 22:00:00+00:00,1,3422.2,3444.11,716.27,TP3,D_PULLBACK,V16-Basis,v16
2025-08-27 14:00:00+00:00,2025-08-27 16:00:00+00:00,1,3435.7,3443.34,405.16,TP1,A_EMACROSS,V16-Basis,v16
2025-08-27 14:00:00+00:00,2025-08-27 16:00:00+00:00,1,3435.7,3448.43,675.27,TP2,A_EMACROSS,V16-Basis,v16
2025-08-27 14:00:00+00:00,2025-08-28 08:00:00+00:00,1,3435.7,3456.06,1440.57,TP3,A_EMACROSS,V16-Basis,v16
2025-08-28 11:00:00+00:00,2025-08-28 12:00:00+00:00,1,3462.0,3457.16,-682.83,SL,E_BOS,V16-Basis,v16
2025-08-28 14:00:00+00:00,2025-08-28 15:00:00+00:00,1,3468.9,3463.9,-680.78,SL,E_BOS,V16-Basis,v16
2025-09-03 11:00:00+00:00,2025-09-03 12:00:00+00:00,1,3616.0,3609.21,-678.74,SL,E_BOS,V16-Basis,v16
2025-09-04 15:00:00+00:00,2025-09-04 17:00:00+00:00,1,3612.3,3604.6,-451.13,SL,A_EMACROSS,V16-Basis,v16
2025-09-05 11:00:00+00:00,2025-09-05 12:00:00+00:00,1,3609.3,3619.63,101.3,TP1,D_PULLBACK,V16-Basis,v16
2025-09-05 11:00:00+00:00,2025-09-05 12:00:00+00:00,1,3609.3,3626.52,168.84,TP2,D_PULLBACK,V16-Basis,v16
2025-09-05 11:00:00+00:00,2025-09-05 12:00:00+00:00,1,3609.3,3636.85,360.19,TP3,D_PULLBACK,V16-Basis,v16
2025-09-09 14:00:00+00:00,2025-09-09 15:00:00+00:00,1,3684.3,3677.95,-564.37,SL,D_PULLBACK,V16-Basis,v16
2025-09-10 11:00:00+00:00,2025-09-10 12:00:00+00:00,1,3688.8,3681.04,-450.36,SL,D_PULLBACK,V16-Basis,v16
2025-09-10 13:00:00+00:00,2025-09-10 15:00:00+00:00,1,3690.7,3682.96,-539.36,SL,C_MOMENTUM,V16-Basis,v16
2025-09-12 09:00:00+00:00,2025-09-12 12:00:00+00:00,1,3684.5,3677.74,-269.03,SL,C_MOMENTUM,V16-Basis,v16
2025-09-12 13:00:00+00:00,2025-09-12 15:00:00+00:00,1,3688.2,3681.46,-268.71,SL,C_MOMENTUM,V16-Basis,v16
2025-09-15 12:00:00+00:00,2025-09-15 13:00:00+00:00,1,3687.6,3697.87,161.03,TP1,A_EMACROSS,V16-Basis,v16
2025-09-15 12:00:00+00:00,2025-09-15 15:00:00+00:00,1,3687.6,3704.72,670.96,TP2,A_EMACROSS,V16-Basis,v16
2025-09-15 12:00:00+00:00,2025-09-15 15:00:00+00:00,1,3687.6,3714.99,1431.39,TP3,A_EMACROSS,V16-Basis,v16
2025-09-16 11:00:00+00:00,2025-09-16 12:00:00+00:00,1,3734.5,3728.3,-677.75,SL,C_MOMENTUM,V16-Basis,v16
2025-09-16 14:00:00+00:00,2025-09-16 15:00:00+00:00,1,3722.3,3717.61,-450.48,SL,D_PULLBACK,V16-Basis,v16
2025-09-17 17:00:00+00:00,2025-09-17 18:00:00+00:00,1,3722.3,3714.85,-719.33,SL,A_EMACROSS,V16-Basis,v16
2025-09-19 13:00:00+00:00,2025-09-19 15:00:00+00:00,1,3696.1,3707.79,161.33,TP1,A_EMACROSS,V16-Basis,v16
2025-09-19 13:00:00+00:00,2025-09-19 18:00:00+00:00,1,3696.1,3715.58,5377.69,TP2,A_EMACROSS,V16-Basis,v16
2025-09-19 13:00:00+00:00,2025-09-22 04:00:00+00:00,1,3696.1,3727.26,11472.41,TP3,A_EMACROSS,V16-Basis,v16
2025-09-25 08:00:00+00:00,2025-09-25 11:00:00+00:00,1,3786.7,3778.62,-723.25,SL,E_BOS,V16-Basis,v16
2025-09-25 11:00:00+00:00,2025-09-25 12:00:00+00:00,1,3784.0,3775.92,-600.9,SL,F_MSS,V16-Basis,v16
2025-09-29 11:00:00+00:00,2025-09-29 12:00:00+00:00,1,3858.2,3849.9,-719.27,SL,E_BOS,V16-Basis,v16
2025-09-29 13:00:00+00:00,2025-09-29 20:00:00+00:00,1,3850.7,3863.21,161.35,TP1,C_MOMENTUM,V16-Basis,v16
2025-09-29 13:00:00+00:00,2025-09-30 01:00:00+00:00,1,3850.7,3871.56,5378.37,TP2,C_MOMENTUM,V16-Basis,v16
2025-09-29 13:00:00+00:00,2025-09-30 03:00:00+00:00,1,3850.7,3884.07,11473.85,TP3,C_MOMENTUM,V16-Basis,v16
2025-09-30 07:00:00+00:00,2025-09-30 08:00:00+00:00,1,3872.2,3866.17,-640.13,SL,D_PULLBACK,V16-Basis,v16
2025-09-30 14:00:00+00:00,2025-09-30 15:00:00+00:00,1,3881.7,3871.87,-638.53,SL,F_MSS,V16-Basis,v16
2025-10-01 07:00:00+00:00,2025-10-01 08:00:00+00:00,1,3907.2,3921.22,343.94,TP1,B_MACDCROSS,V16-Basis,v16
2025-10-01 07:00:00+00:00,2025-10-01 11:00:00+00:00,1,3907.2,3910.94,535.02,SL,B_MACDCROSS,V16-Basis,v16
2025-10-01 13:00:00+00:00,2025-10-01 14:00:00+00:00,1,3899.8,3890.35,-639.13,SL,D_PULLBACK,V16-Basis,v16
2025-10-01 15:00:00+00:00,2025-10-01 18:00:00+00:00,1,3895.1,3885.65,-637.53,SL,D_PULLBACK,V16-Basis,v16
2025-10-02 13:00:00+00:00,2025-10-02 14:00:00+00:00,1,3899.7,3889.68,-635.94,SL,D_PULLBACK,V16-Basis,v16
2025-10-03 15:00:00+00:00,2025-10-03 17:00:00+00:00,1,3914.4,3904.78,-380.61,SL,C_MOMENTUM,V16-Basis,v16
2025-10-07 14:00:00+00:00,2025-10-07 15:00:00+00:00,1,4009.0,3999.11,-304.03,SL,B_MACDCROSS,V16-Basis,v16
2025-10-09 12:00:00+00:00,2025-10-09 13:00:00+00:00,1,4072.9,4062.08,-303.67,SL,B_MACDCROSS,V16-Basis,v16
2025-10-15 10:00:00+00:00,2025-10-15 12:00:00+00:00,1,4218.9,4204.51,-303.3,SL,C_MOMENTUM,V16-Basis,v16
2025-10-15 13:00:00+00:00,2025-10-15 19:00:00+00:00,1,4207.6,4229.11,113.6,TP1,D_PULLBACK,V16-Basis,v16
2025-10-15 13:00:00+00:00,2025-10-16 01:00:00+00:00,1,4207.6,4243.45,3786.72,TP2,D_PULLBACK,V16-Basis,v16
2025-10-15 13:00:00+00:00,2025-10-16 12:00:00+00:00,1,4207.6,4264.96,8078.35,TP3,D_PULLBACK,V16-Basis,v16
2025-10-17 07:00:00+00:00,2025-10-17 08:00:00+00:00,1,4354.5,4337.34,-661.07,SL,D_PULLBACK,V16-Basis,v16
2025-10-20 12:00:00+00:00,2025-10-20 13:00:00+00:00,1,4340.9,4320.39,-1055.06,SL,A_EMACROSS,V16-Basis,v16
2025-10-20 14:00:00+00:00,2025-10-20 18:00:00+00:00,1,4348.7,4376.38,319.19,TP1,E_BOS,V16-Basis,v16
2025-10-20 14:00:00+00:00,2025-10-21 01:00:00+00:00,1,4348.7,4356.9,551.69,SL,E_BOS,V16-Basis,v16
2025-11-12 12:00:00+00:00,2025-11-12 15:00:00+00:00,1,4136.4,4153.28,355.84,TP1,B_MACDCROSS,V16-Basis,v16
2025-11-12 12:00:00+00:00,2025-11-12 15:00:00+00:00,1,4136.4,4164.53,593.06,TP2,B_MACDCROSS,V16-Basis,v16
2025-11-12 12:00:00+00:00,2025-11-12 15:00:00+00:00,1,4136.4,4181.4,1265.19,TP3,B_MACDCROSS,V16-Basis,v16
2025-11-25 13:00:00+00:00,2025-11-25 14:00:00+00:00,1,4181.8,4166.9,-797.39,SL,B_MACDCROSS,V16-Basis,v16
2025-11-28 14:30:00+00:00,2025-11-28 15:30:00+00:00,1,4233.5,4209.79,-1059.99,SL,A_EMACROSS,V16-Basis,v16
2025-12-03 13:00:00+00:00,2025-12-03 14:00:00+00:00,1,4268.7,4248.83,-1055.75,SL,A_EMACROSS,V16-Basis,v16
2025-12-03 15:00:00+00:00,2025-12-03 16:00:00+00:00,1,4247.8,4227.93,-315.46,SL,C_MOMENTUM,V16-Basis,v16
2025-12-04 16:00:00+00:00,2025-12-04 19:00:00+00:00,1,4245.9,4227.19,-420.11,SL,A_EMACROSS,V16-Basis,v16
2025-12-05 13:00:00+00:00,2025-12-05 15:00:00+00:00,1,4264.9,4248.47,-314.58,SL,E_BOS,V16-Basis,v16
2025-12-09 09:00:00+00:00,2025-12-09 12:00:00+00:00,1,4232.2,4215.93,-314.2,SL,E_BOS,V16-Basis,v16
2025-12-09 16:00:00+00:00,2025-12-09 17:00:00+00:00,1,4242.1,4225.65,-261.52,SL,D_PULLBACK,V16-Basis,v16
2025-12-11 13:00:00+00:00,2025-12-11 14:00:00+00:00,1,4248.6,4232.46,-261.26,SL,D_PULLBACK,V16-Basis,v16
2025-12-16 13:00:00+00:00,2025-12-16 15:00:00+00:00,1,4342.5,4365.01,126.84,TP1,E_BOS,V16-Basis,v16
2025-12-16 13:00:00+00:00,2025-12-16 16:00:00+00:00,1,4342.5,4343.33,10.96,SL,E_BOS,V16-Basis,v16
2025-12-16 17:00:00+00:00,2025-12-16 21:00:00+00:00,1,4333.8,4317.32,-626.72,SL,C_MOMENTUM,V16-Basis,v16
2025-12-17 13:00:00+00:00,2025-12-17 14:00:00+00:00,1,4373.6,4357.75,-625.22,SL,B_MACDCROSS,V16-Basis,v16
2025-12-17 16:00:00+00:00,2025-12-17 17:00:00+00:00,1,4365.2,4349.25,-623.72,SL,C_MOMENTUM,V16-Basis,v16
2025-12-26 15:00:00+00:00,2025-12-26 16:00:00+00:00,1,4580.1,4567.48,-311.11,SL,E_BOS,V16-Basis,v16
2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,1,4498.3,4483.81,-310.74,SL,E_BOS,V16-Basis,v16
2026-01-06 16:00:00+00:00,2026-01-07 01:00:00+00:00,1,4498.7,4484.65,-310.36,SL,B_MACDCROSS,V16-Basis,v16
2026-01-08 15:00:00+00:00,2026-01-08 20:00:00+00:00,1,4463.5,4480.06,125.55,TP1,E_BOS,V16-Basis,v16
2026-01-08 15:00:00+00:00,2026-01-09 01:00:00+00:00,1,4463.5,4464.11,216.99,SL,E_BOS,V16-Basis,v16
2026-01-13 13:00:00+00:00,2026-01-13 14:00:00+00:00,1,4619.5,4636.26,251.43,TP1,E_BOS,V16-Basis,v16
2026-01-13 13:00:00+00:00,2026-01-13 15:00:00+00:00,1,4619.5,4620.12,21.73,SL,E_BOS,V16-Basis,v16
2026-01-13 16:00:00+00:00,2026-01-13 17:00:00+00:00,1,4622.2,4609.6,-517.88,SL,D_PULLBACK,V16-Basis,v16
2026-01-22 13:00:00+00:00,2026-01-22 14:00:00+00:00,1,4823.8,4842.09,232.58,TP1,D_PULLBACK,V16-Basis,v16
